InvoiceNo,InvoiceRevenue,InvoiceQuantity,ProductLines
556629,593.72,284,25
556630,315.05,135,15
556631,58.08,120,6
556632,114.15,17,10
556636,1715.6499999999999,451,189
556641,189.47,91,13
556642,133.91,83,20
556667,254.12,196,4
556670,786.36,388,7
556671,259.08,130,80
556672,293.0,150,23
556679,35.04,48,3
556680,306.46,132,14
556681,121.52,108,7
556682,201.84,195,16
556683,212.04,112,12
556684,83.4,12,1
556685,597.07,381,40
556714,976.25,555,6
556718,2145.0,780,2
556719,188.44,328,9
556720,372.6,84,4
556721,690.3399999999999,397,23
556722,236.28,90,10
556723,3060.4,756,7
556724,246.49,89,14
556725,2496.0,200,1
556726,8915.52,2096,9
556727,555.8,234,24
556728,342.15000000000003,170,75
556730,5.9,2,1
556731,103.72,52,24
556732,474.87,238,52
556733,321.16,269,50
556734,510.87,253,29
556740,147.42000000000002,182,35
556746,32.55,15,3
556751,1393.48,748,13
556767,454.68000000000006,329,13
556768,433.0,88,20
556776,205.69,112,54
556777,714.35,386,44
556778,393.78000000000003,125,37
556779,143.4,82,13
556780,275.14,107,26
556781,1172.6,666,54
556782,106.15,38,17
556783,451.26,198,9
556784,969.99,326,102
556785,102.0,24,1
556786,109.20000000000002,72,3
556788,414.1,133,11
556789,14.85,3,1
556790,256.77,102,16
556791,176.6,136,19
556792,150.37,195,15
556794,120.45,150,4
556795,123.13,119,6
556797,230.58,158,17
556803,2274.39,459,71
556804,554.62,318,10
556805,213.8,124,2
556806,122.04,36,1
556808,305.51,63,13
556809,223.48000000000002,82,21
556810,1.69,1,1
556811,155.28,312,9
556812,3393.04,838,295
556813,1448.02,342,185
556814,153.24,34,9
556815,564.61,345,25
556816,501.64,359,13
556817,151.2,720,1
556819,420.94,174,12
556820,364.15,139,17
556821,296.04,31,22
556822,143.3,154,9
556823,77.72,8,8
556824,256.34000000000003,37,25
556825,465.28,69,38
556826,1093.31,169,65
556827,171.63,101,10
556828,184.19,196,32
556829,489.31,220,25
556830,44.95,15,3
556831,160.0,20,1
556842,40.0,10,1
556845,4415.4400000000005,3007,55
556876,173.82,121,79
556878,112.1,46,9
556879,142.92,48,32
556881,263.06,86,7
556882,326.38,144,34
556883,353.43,135,19
556885,17.700000000000003,6,1
556886,299.94,208,19
556887,119.28999999999999,101,16
556889,111.37,75,8
556890,1063.3500000000001,509,29
556891,139.64,88,9
556892,120.94,52,7
556903,144.26,45,15
556905,319.06,161,92
556906,306.1,166,18
556907,15.350000000000001,3,2
556908,302.46,254,10
556909,76.5,6,3
556910,837.7,805,91
556912,288.21,244,50
556913,392.0,208,12
556914,276.79,177,25
556915,159.34,78,50
556916,201.69,150,70
556917,22775.93,15049,138
556918,650.88,192,1
556921,76.38,42,4
556922,14.25,5,5
556924,269.44,127,17
556926,155.37,88,47
556927,3876.86,2642,27
556928,606.72,384,4
556929,53.91,25,2
556931,171.84,96,1
556932,1456.75,457,196
556935,360.9,283,24
556936,90.22,34,9
556937,1175.32,626,48
556942,683.17,607,41
556953,1012.86,268,33
556954,455.3,320,31
556956,1084.24,632,6
556958,305.2,140,18
556959,323.0,172,13
556960,668.8000000000001,354,26
556961,810.6,420,6
556964,331.44,144,18
556965,252.0,192,6
556967,299.03999999999996,96,4
556968,1077.1200000000001,336,3
556969,46.95,2,2
556970,245.75,97,11
556971,39.6,24,2
556972,149.51999999999998,48,4
556977,52.8,96,4
556998,305.4,96,6
557002,180.0,48,1
557005,302.14,438,12
557006,214.2,233,12
557007,1137.99,424,61
557008,112.88,92,14
557009,300.11,509,29
557010,129.3,38,4
557011,359.08000000000004,156,16
557012,62.4,24,3
557013,542.74,137,27
557014,87.44,88,4
557015,331.0,130,8
557016,169.66,58,24
557017,181.55999999999997,204,3
557018,5.9,2,1
557019,254.52,91,58
557020,212.47,209,15
557021,395.3,284,26
557023,183.95,53,9
557024,5.88,14,5
557026,460.11,513,30
557027,318.65000000000003,77,15
557032,141.3,90,10
557033,189.5,82,10
557034,421.08,336,23
557038,35.400000000000006,12,2
557039,297.15,181,12
557040,263.09000000000003,99,15
557041,88.55,33,5
557042,15.8,4,1
557055,633.55,459,11
557056,49.8,12,1
557057,1830.72,2014,68
557058,69.30000000000001,14,2
557063,160.35,95,20
557064,324.29,156,69
557065,161.46,102,8
557066,301.88,199,18
557067,1221.55,768,34
557068,13.440000000000001,48,3
557069,510.27,270,28
557070,376.77,153,20
557089,343.44,120,4
557092,432.0,600,1
557100,108.7,154,3
557103,113.06,51,7
557109,304.08000000000004,88,2
557110,102.0,12,1
557112,2271.0299999999997,642,237
557113,117.0,36,4
557114,158.4,144,7
557115,361.76,204,18
557116,305.75,45,9
557117,620.58,573,30
557118,364.16,254,24
557119,937.74,604,21
557120,235.94,126,14
557121,360.03999999999996,160,5
557122,305.18,264,19
557123,164.22,194,37
557124,230.57,139,8
557125,5405.48,3104,11
557126,115.15,83,10
557127,117.72999999999999,68,3
557128,80.5,18,7
557129,462.35,203,79
557130,144.3,270,8
557131,217.4,60,7
557132,368.38,348,15
557133,305.28000000000003,288,1
557134,511.8,236,4
557135,461.9,998,4
557136,626.13,356,33
557140,9.9,2,1
557141,387.66,238,12
557143,832.02,192,19
557144,600.08,128,12
557145,802.13,459,28
557146,86.84,56,7
557147,654.1800000000001,378,29
557149,13.05,19,7
557150,174.27,46,13
557151,35.88,18,16
557152,13.899999999999999,2,2
557153,474.54,214,43
557208,351.97,215,22
557210,265.05,130,33
557211,1025.34,186,21
557212,610.5600000000001,576,1
557213,213.09,116,48
557214,964.77,544,21
557215,68.22,90,5
557216,42.42,24,3
557217,1987.19,1259,98
557218,98.16,36,5
557219,323.28,406,17
557220,58.08,60,3
557221,233.53,170,36
557222,2060.0299999999997,836,81
557223,379.22,174,10
557225,411.48,229,10
557226,252.63,205,16
557227,23.0,4,1
557228,17.700000000000003,6,1
557229,12.4,4,3
557230,135.0,204,8
557231,1940.53,379,58
557232,337.84000000000003,220,23
557233,405.76,269,64
557235,245.5,108,11
557237,68.9,30,3
557247,1359.58,514,22
557248,213.73,99,13
557250,67.78999999999999,25,17
557251,147.95,320,15
557252,11.9,2,1
557253,11.629999999999999,3,2
557254,6.6,2,2
557255,163.2,64,1
557256,274.56,344,5
557257,535.86,150,9
557258,126.9,58,7
557259,191.94,98,7
557260,345.5,202,22
557261,192.05,37,8
557262,174.53,88,23
557263,5683.06,4718,52
557264,177.34,246,13
557265,341.81,106,13
557266,120.25,69,7
557267,245.82,269,43
557268,655.79,303,58
557270,111.68,32,12
557271,621.27,299,45
557272,535.0,100,2
557273,137.9,278,10
557274,580.34,356,28
557275,318.02,414,29
557276,184.23,202,35
557277,118.6,48,7
557278,1152.52,616,51
557279,226.39,167,18
557280,373.5,549,15
557281,201.57,77,25
557283,142.06,125,41
557284,133.07,63,12
557285,602.8,574,8
557286,178.52,45,6
557287,340.58,485,14
557289,144.23,91,26
557290,6.95,16,2
557291,388.98,144,10
557292,300.1,366,21
557293,249.95000000000002,57,25
557294,778.0,400,4
557295,125.46000000000001,63,7
557296,114.5,84,29
557297,239.35000000000002,145,14
557298,200.5,146,8
557299,562.4,174,32
557301,328.55,67,17
557302,236.44,184,11
557303,101.88,64,6
557304,132.95,24,8
557305,187.05,66,43
557306,234.6,40,7
557307,139.77,87,8
557308,109.96,47,29
557309,414.49,462,20
557310,111.2,36,8
557311,692.78,355,85
557312,408.45,234,20
557313,88.50000000000001,30,3
557314,223.74,131,11
557315,125.01,38,25
557316,151.63,228,18
557317,134.1,24,12
557318,303.3,84,14
557319,880.85,571,49
557320,321.3,54,4
557321,132.0,48,1
557322,1171.46,1092,57
557323,4.640000000000001,2,2
557324,1674.72,372,191
557325,325.26,186,7
557326,479.45000000000005,205,20
557327,81.84,20,4
557328,154.67000000000002,61,59
557329,107.6,104,6
557330,361.98,358,28
557331,32.28,18,2
557332,22.5,6,1
557333,662.1,158,2
557349,298.44,154,18
557350,587.54,393,34
557351,13.0,4,1
557377,3133.12,2,2
557389,323.03000000000003,162,24
557397,131.14,71,40
557406,242.65,132,19
557407,97.95,37,11
557409,561.04,226,16
557410,109.58,61,15
557414,241.74,256,17
557416,90.0,72,1
557426,170.04,76,20
557427,1125.4,393,29
557428,750.0,200,1
557429,181.44,504,1
557430,375.0,100,1
557431,427.13,177,23
557442,667.72,474,83
557464,37.2,24,1
557466,1965.74,1357,83
557468,529.67,396,95
557469,244.69,165,32
557470,589.44,256,5
557471,532.94,220,20
557472,2862.06,1090,62
557473,524.5,216,28
557474,454.6,336,13
557476,342.11,103,16
557477,33.75,9,1
557480,333.54,59,27
557481,543.94,74,52
557482,329.4,40,20
557483,250.50000000000003,51,2
557484,539.81,384,83
557485,2876.0,1600,6
557488,18.88,9,9
557489,484.06,211,20
557490,243.84000000000003,96,2
557492,183.63,535,20
557493,520.96,124,45
557494,699.5899999999999,110,50
557495,108.28,16,10
557496,393.1,63,34
557497,167.59,18,17
557498,107.04,52,2
557499,185.78,78,9
557500,1259.85,377,151
557501,4.68,12,1
557502,2192.19,460,203
557503,488.54,296,15
557504,215.6,40,2
557509,500.0,400,1
557510,305.04,204,2
557511,12.65,5,5
557513,3.9,2,1
557514,173.42,108,18
557517,179.0,100,1
557518,113.12,154,16
557523,100.92,120,4
557524,38.08,16,5
557525,637.72,353,39
557526,91.8,52,3
557527,712.3,402,9
557528,528.45,305,30
557529,385.78000000000003,154,5
557560,309.1,112,16
557568,108.94,190,8
557569,427.76,272,24
557570,329.84,269,69
557571,2221.84,2668,13
557572,870.3,429,8
557573,69.12,96,1
557577,112.09,108,30
557583,13.2,24,1
557595,475.86,160,45
557598,202.62,127,23
557601,69.89999999999999,18,3
557602,379.72,156,9
557603,290.36,106,15
557604,653.3000000000001,271,44
557605,147.4,49,3
557610,4.15,1,1
557611,353.6,358,18
557612,246.54,493,9
557614,313.8,636,10
557615,648.6,310,24
557616,221.56,108,14
557617,327.45,39,8
557618,88.3,20,2
557619,195.9,104,30
557620,133.53,79,11
557621,1870.2,582,90
557622,73.78,41,26
557623,47.0,36,5
557625,469.72,336,27
557626,883.41,480,43
557627,257.3,351,12
557628,1966.66,1226,29
557630,591.73,290,31
557631,410.34000000000003,178,10
557632,260.66,116,14
557633,302.39,95,10
557634,190.53,108,10
557635,194.89,157,22
557636,349.18,205,73
557639,246.74,313,41
557640,1760.85,364,62
557641,252.73999999999998,43,26
557642,381.76,64,32
557643,502.32000000000005,62,43
557644,1207.28,333,183
557645,815.86,194,122
557662,7.7,4,3
557667,309.81,91,6
557668,30.0,24,1
557669,390.06,272,20
557670,1607.04,2256,6
557671,593.58,332,38
557672,135.75000000000003,43,8
557673,1581.85,883,13
557674,1754.97,1967,14
557675,633.96,537,16
557676,600.03,314,28
557681,193.5,31,2
557734,462.38,386,14
557735,313.08000000000004,100,9
557736,55.8,74,4
557739,116.28000000000002,173,9
557742,526.16,309,19
557743,152.63,105,11
557744,406.33,386,25
557745,497.26,489,66
557746,163.91,75,41
557747,333.57,237,17
557748,86.65,32,14
557749,249.76,239,14
557750,300.06,426,18
557751,250.09,99,12
557752,29.700000000000003,6,1
557753,237.61,98,12
557754,700.0,1,1
557755,441.48,144,10
557757,100.67,64,13
557758,280.74,380,62
557759,493.04,281,28
557760,542.7,598,7
557761,183.56,305,17
557762,507.07,326,29
557763,453.72,300,21
557764,987.08,522,38
557765,114.56,182,16
557766,183.76,88,3
557767,17.4,12,1
557768,3.01,1,1
557769,195.16,70,9
557770,335.87,429,16
557771,374.81,235,25
557772,222.0,156,11
557774,123.62,38,5
557775,332.16,144,2
557776,630.84,366,40
557780,18.6,11,5
557781,52.5,42,1
557782,406.3,112,20
557783,4.94,4,3
557785,330.55,257,11
557786,141.14,62,17
557787,179.93,103,66
557788,33.16,7,4
557789,459.84,211,20
557790,403.81,191,21
557792,302.25,39,10
557793,231.23,153,32
557794,142.5,298,8
557795,1064.22,822,10
557796,202.4,48,2
557797,206.2,108,10
557798,910.98,812,47
557799,707.05,591,44
557800,7.95,1,1
557801,573.54,242,29
557802,330.11,197,22
557803,329.56,157,13
557804,311.52000000000004,220,11
557805,344.1,192,22
557846,443.82,530,43
557848,88.62,78,5
557849,308.35,145,15
557850,276.93,145,16
557852,338.84,348,21
557853,801.0,434,21
557854,307.47,297,43
557855,127.19,69,20
557856,86.31,81,5
557857,110.7,78,8
557858,311.23,288,81
557859,137.45,17,7
557860,168.1,46,7
557861,220.83,111,13
557864,173.85,211,12
557869,6.8999999999999995,4,3
557870,314.7,312,21
557871,300.78000000000003,130,13
557872,370.85,187,19
557873,14.85,3,1
557875,371.89,203,20
557877,130.8,38,8
557878,1110.68,687,103
557880,1.45,1,1
557881,302.15999999999997,360,12
557884,145.2,72,16
557885,440.94,294,26
557886,565.21,231,78
557887,21.95,5,2
557888,157.94,80,51
557889,514.5,358,28
557891,720.03,437,40
557892,419.19,197,63
557893,348.6,268,11
557894,291.38,171,12
557896,114.88,43,20
557897,382.25,189,19
557898,517.05,509,24
557900,617.7,323,22
557933,460.75,133,16
557935,429.8,100,7
557936,12.5,1,1
557937,1238.33,321,178
557938,1435.1799999999998,376,192
557939,390.5,162,19
557940,179.0,100,1
557942,114.1,28,7
557948,158.85,123,9
557949,437.75,293,24
557950,144.56,41,16
557951,181.45000000000002,83,10
557952,213.45,82,14
557953,35.01,40,6
557954,817.83,257,67
557955,269.91,149,14
557956,192.8,146,76
557957,551.72,253,50
557958,305.7,166,20
557959,228.7,64,16
557960,145.04,84,35
557961,214.4,92,10
557962,736.78,465,34
557963,327.6,162,19
557964,272.26,165,10
557966,607.2,128,3
557967,497.9,168,15
557968,671.9,168,13
557969,169.5,230,4
557970,41.9,6,3
557972,185.64000000000001,73,9
557973,293.96,204,15
557974,301.90000000000003,100,7
557975,438.8,244,15
557976,158.99,129,18
557995,262.87,193,38
558006,119.85,3,1
558027,309.8,236,13
558028,374.4,385,27
558030,170.51,61,8
558031,168.55,37,9
558035,307.5,64,18
558038,200.47,88,11
558039,68.5,38,4
558040,177.46,142,9
558041,417.36,175,18
558042,241.47,125,16
558043,773.08,520,27
558044,112.5,34,5
558045,634.74,413,31
558046,542.2,257,30
558047,542.2,1,1
558049,116.16,239,44
558053,312.85,119,17
558054,60.9,118,3
558055,1.07,2,2
558056,229.26000000000002,162,10
558057,765.79,492,39
558058,365.11,251,26
558062,603.96,340,6
558063,513.74,518,48
558064,17.38,22,6
558065,63.25,23,2
558066,1110.73,368,133
558067,930.71,571,37
558068,1286.67,268,122
558069,69.6,48,4
558070,20.4,24,1
558073,371.76,320,27
558074,937.0,700,7
558075,484.4,116,24
558076,913.36,174,21
558077,708.06,574,20
558078,35.400000000000006,12,1
558079,151.66,42,4
558083,108.53,83,10
558084,465.18,550,35
558085,387.47,173,19
558086,221.38,110,48
558087,135.37,164,33
558089,667.03,408,27
558090,79.9,2,1
558092,172.89,20,14
558093,103.0,21,7
558094,131.45000000000002,17,6
558096,536.59,171,91
558098,222.32,142,14
558099,849.36,417,70
558100,385.83000000000004,123,22
558101,196.64,110,12
558102,185.82,68,39
558103,413.6,80,12
558104,184.82,56,24
558105,380.34999999999997,271,120
558107,124.76,75,14
558108,95.19999999999999,49,5
558109,44.25,15,1
558111,45.5,7,6
558113,616.17,314,34
558114,200.15,79,12
558115,573.7,397,34
558116,869.72,148,73
558117,249.31,44,22
558118,460.13,88,46
558119,749.72,121,59
558120,214.76999999999998,35,18
558121,171.98,58,9
558122,348.12,256,14
558123,510.45,271,30
558124,201.24,119,10
558125,1112.3200000000002,656,9
558126,666.0600000000001,251,8
558127,406.8,120,1
558159,167.59,70,14
558181,248.7,226,4
558182,434.0400000000001,228,5
558183,141.03,53,18
558191,154.15,72,21
558192,348.0,200,2
558193,768.0,288,6
558194,162.82,172,54
558195,701.88,528,36
558196,626.41,267,83
558197,666.68,1716,20
558198,111.26,70,19
558199,163.29999999999998,50,12
558200,217.65,150,46
558201,318.2,196,2
558203,179.28000000000003,72,1
558204,243.76,124,16
558232,432.7,317,101
558233,339.26,263,9
558234,65.4,60,2
558235,453.69,201,36
558236,3.9,6,1
558237,613.91,592,78
558240,1046.79,293,146
558241,310.12,292,9
558242,1.65,1,1
558243,3.42,10,2
558246,4.15,1,1
558247,130.85,31,12
558248,576.08,392,9
558259,110.30000000000001,26,6
558260,310.0,286,14
558261,10.08,24,1
558262,10174.94,8998,72
558263,1113.6000000000001,424,11
558264,98.3,50,5
558265,376.3,92,8
558271,382.46000000000004,188,15
558276,62.400000000000006,96,1
558293,216.95,377,18
558294,339.3,78,3
558295,333.65,255,18
558310,1382.88,656,3
558311,2739.92,1588,20
558314,361.8,144,3
558315,1452.3500000000001,460,66
558316,395.40999999999997,66,32
558317,173.8,46,3
558319,261.73,41,25
558321,256.91999999999996,40,32
558325,51.0,12,1
558328,492.94,559,28
558330,289.24,207,32
558331,407.04,384,2
558332,59.599999999999994,8,2
558333,500.0,400,1
558334,134.28,109,8
558335,254.18,174,15
558336,315.6,182,13
558337,10.8,6,5
558338,222.9,134,13
558339,174.05,133,15
558340,481.45,1,1
558341,173.56,78,8
558348,307.99,223,17
558350,82.66,38,3
558351,273.9,106,7
558352,107.5,430,1
558353,108.0,432,1
558355,573.13,218,77
558356,15.0,12,1
558358,140.06,94,22
558362,1353.2,648,6
558363,530.4,144,2
558365,250.0,40,1
558366,510.72,96,1
558367,345.92,227,42
558368,960.08,803,57
558370,288.08,407,39
558371,3668.64,772,75
558372,550.57,231,58
558375,376.92,162,13
558376,60.8,80,5
558381,600.0,1,1
558382,322.53000000000003,261,17
558383,282.23,147,15
558384,395.7,84,7
558385,478.08000000000004,336,7
558386,47.92,88,6
558387,101.76,96,1
558388,810.1,463,52
558389,242.09,201,15
558390,576.4,424,12
558416,303.6,123,37
558417,2822.7400000000002,2086,25
558418,259.98,208,10
558419,335.33,177,10
558420,178.63,89,28
558421,60.660000000000004,30,2
558430,227.70000000000002,104,11
558431,106.15,17,3
558432,342.21000000000004,225,16
558435,474.18,226,18
558437,175.89,112,26
558440,32.65,3,2
558441,145.48,68,49
558442,110.92,29,24
558443,403.44000000000005,200,6
558447,856.32,480,8
558452,258.12,134,13
558453,1.7,2,1
558454,305.0,114,16
558455,311.65000000000003,139,12
558456,47.5,10,2
558458,125.95,14,12
558459,108.78999999999999,75,32
558460,406.46,270,14
558461,185.85,104,48
558462,326.34000000000003,271,21
558467,170.42000000000002,44,15
558470,140.85,15,4
558472,547.44,408,4
558473,237.2,200,2
558474,204.0,48,1
558475,8705.89,4137,705
558478,114.35000000000001,41,9
558479,119.8,28,12
558480,145.75,63,9
558481,483.01,149,20
558482,13.2,24,1
558483,219.83,53,10
558484,679.88,250,25
558485,34.38,15,13
558501,615.09,257,37
558523,2231.3,2105,3
558524,187.78,84,7
558526,13355.4,4332,9
558527,1.65,1,1
558528,812.0,560,1
558529,23.2,16,1
558532,324.66,149,29
558533,530.47,287,31
558534,567.42,521,38
558535,256.67,120,42
558536,1466.32,532,23
558537,294.64,208,7
558538,245.37,191,43
558539,445.42,217,29
558540,2662.17,965,88
558542,368.3,123,29
558552,1948.92,1044,9
558554,2390.4,576,1
558555,127.1,52,13
558556,131.06,94,29
558557,428.4,88,8
558558,299.09000000000003,205,56
558560,5.95,1,1
558561,199.7,26,8
558562,309.9,242,9
558563,344.92,192,20
558564,482.6,309,29
558565,114.76,106,25
558566,28.380000000000003,8,2
558567,318.9,196,15
558568,363.78,257,22
558569,5.1,2,2
558570,142.52,130,22
558571,810.26,698,31
558572,228.1,120,8
558573,30.0,8,1
558574,97.19999999999999,84,4
558608,289.1,167,12
558610,24.08,19,12
558611,57.900000000000006,34,3
558612,877.6800000000001,828,2
558613,756.36,394,30
558614,2962.33,1410,388
558616,269.4,157,16
558619,316.7,314,14
558620,150.4,48,35
558621,300.04,496,25
558622,120.05000000000001,33,5
558623,163.9,103,10
558624,17.0,2,1
558625,301.06,190,18
558626,95.28,47,6
558627,311.86,7,6
558628,814.74,583,44
558629,32.4,24,2
558630,646.82,310,28
558631,161.89000000000001,67,25
558632,303.54,349,15
558633,294.65,174,14
558634,264.8,38,16
558635,91.22,42,14
558636,165.5,60,17
558637,203.85999999999999,393,34
558638,462.58,256,24
558639,360.8,152,13
558640,138.5,82,8
558641,831.34,330,29
558642,394.34000000000003,182,21
558643,410.90000000000003,202,15
558644,679.1,19,2
558647,439.74,212,26
558653,17.4,12,1
558671,345.3,246,9
558679,124.89999999999999,81,22
558680,207.07999999999998,30,24
558681,243.53,35,26
558682,482.52,81,51
558683,422.75,59,37
558684,976.58,697,45
558685,276.8,108,14
558686,184.2,137,11
558687,298.64,285,16
558696,587.3,336,53
558697,4.95,1,1
558699,153.22,79,10
558700,295.38,267,77
558701,108.95,21,5
558702,151.62,80,31
558703,306.75,239,22
558704,658.85,287,26
558705,37.78,34,23
558706,416.96,320,4
558707,96.61,118,41
558708,10.76,6,5
558709,596.33,330,76
558710,26.46,13,9
558711,18.830000000000002,13,8
558713,69.02,122,15
558714,128.27,349,13
558715,116.69,1,1
558717,71.4,61,4
558718,117.68,112,9
558719,351.48,132,3
558720,8.25,1,1
558721,8.25,1,1
558729,440.64,424,14
558731,796.83,540,55
558734,9.75,3,1
558737,13.370000000000001,4,4
558738,405.38,370,28
558740,111.7,28,7
558746,215.75,143,18
558747,318.90999999999997,53,6
558748,115.75,71,8
558749,155.34,29,17
558750,450.81,257,21
558751,441.59000000000003,196,58
558752,272.26,146,40
558754,399.15999999999997,276,49
558755,154.25,115,3
558756,294.3,92,12
558757,219.01,93,26
558758,99.14,40,12
558759,247.52,186,25
558760,247.25,158,24
558761,169.8,100,50
558762,406.18,41,15
558763,209.52,160,23
558765,145.8,178,10
558766,306.33000000000004,107,7
558767,383.85,117,28
558768,76.55,17,12
558769,154.55,170,31
558770,115.55,60,26
558771,346.38,334,52
558772,156.91,69,12
558773,86.02,26,10
558774,2403.32,840,310
558775,7786.0,1700,6
558776,5496.0,1200,6
558777,5078.83,828,332
558778,471.22,360,31
558779,100.8,48,4
558808,188.74,49,16
558809,506.83,68,44
558810,841.5799999999999,126,48
558811,198.8,42,25
558812,750.9,346,34
558813,474.36,259,16
558814,226.93,135,23
558835,206.07,35,22
558837,460.65999999999997,93,36
558841,30.0,1,1
558860,244.43,128,44
558861,1067.88,486,56
558862,1561.0900000000001,856,77
558863,261.02,128,22
558864,936.04,417,46
558865,174.95999999999998,116,9
558866,59.8,4,1
558867,109.33,40,13
558868,375.22,374,16
558869,20.95,19,13
558870,1128.6,228,3
558871,4146.34,1506,15
558872,289.96000000000004,220,9
558873,457.3,270,15
558874,90.42999999999999,46,32
558875,153.13,81,24
558876,345.72,189,49
558877,247.4,211,71
558878,126.62,85,18
558879,369.56,204,18
558880,70.8,8,2
558881,998.4200000000001,863,60
558885,227.95000000000002,109,12
558886,49.5,22,4
558887,488.55,224,29
558888,653.6800000000001,283,85
558891,70.80000000000001,24,2
558892,298.74,333,18
558893,62.599999999999994,88,5
558894,101.10000000000001,18,2
558895,389.68,1,1
558896,21.45,13,11
558900,107.7,77,12
558902,770.07,395,25
558904,2479.2,946,309
558906,431.97,556,92
558908,487.02,256,19
558909,789.6600000000001,394,8
558910,1141.2,576,5
558911,321.46,236,18
558912,31.25,25,1
558916,663.18,206,12
558917,838.8000000000001,24,1
558918,107.60000000000001,24,7
558919,455.45,235,23
558920,104.34,34,5
558921,20.8,10,1
558922,157.4,40,9
558923,97.0,20,4
558924,318.03,245,9
558925,17.4,12,1
558926,440.71,189,23
558927,324.17,181,17
558933,289.95,67,8
558959,351.14,126,8
558963,1088.5,622,16
558964,449.81,363,9
558970,129.64000000000001,107,8
558990,51.36,40,4
558991,119.98,101,37
558992,351.69,261,21
558993,504.98,365,35
558994,349.54,98,5
558995,311.82,213,16
558996,137.98,44,9
558999,221.52,139,7
559000,235.63,104,25
559001,300.8,106,10
559002,72.0,200,2
559004,632.44,228,20
559005,302.18,166,7
559006,307.6,146,8
559009,689.58,262,43
559010,205.60000000000002,21,7
559011,694.57,291,41
559013,467.7,606,3
559014,305.5,213,15
559015,396.9,143,11
559016,672.9,150,10
559017,455.16999999999996,294,23
559018,160.42000000000002,43,19
559020,18.740000000000002,13,2
559021,532.9399999999999,230,6
559023,737.04,984,6
559024,210.10000000000002,110,11
559025,214.8,94,11
559026,75.0,60,1
559027,642.02,510,22
559028,330.6,234,19
559029,19.92,24,2
559032,2156.44,1502,36
559034,369.85,260,24
559035,139.68,93,6
559036,662.35,321,32
559038,3643.81,732,78
559039,466.25,71,41
559040,146.13,23,18
559041,117.84,18,14
559042,281.74,37,28
559043,580.94,97,37
559044,426.2,460,2
559045,178.74,114,7
559046,54.9,14,2
559047,1278.1,1342,7
559048,768.0,1920,4
559050,600.72,1120,7
559051,1477.98,549,204
559052,4178.58,1562,464
559055,3872.9,1372,487
559056,356.99,303,21
559057,561.34,400,25
559058,719.06,522,33
559060,302.20000000000005,260,9
559061,197.24,135,41
559062,553.92,948,20
559063,173.86,178,22
559064,318.66,200,14
559068,190.19,80,62
559070,110.55000000000001,75,7
559091,224.84,110,5
559092,197.22,99,11
559095,431.57,301,27
559096,647.9200000000001,1036,3
559097,109.0,90,6
559098,605.76,288,3
559106,148.0,65,26
559107,127.53,114,37
559108,223.68,192,3
559109,202.38,79,44
559110,594.0,120,1
559111,61.800000000000004,84,2
559112,215.25,99,12
559113,85.0,100,1
559120,380.45,248,43
559121,308.18,313,16
559122,521.34,778,39
559123,251.18,187,20
559124,366.6,128,14
559125,437.38,211,24
559126,14.5,10,1
559127,301.9,145,4
559128,193.29,103,40
559129,167.5,74,9
559130,412.2,244,4
559131,202.1,93,3
559132,255.95,257,20
559133,701.93,581,85
559134,1056.62,597,60
559135,134.5,103,11
559137,5.2,8,1
559138,215.74,173,27
559139,477.9,515,8
559141,683.91,380,43
559142,381.17,109,12
559143,67.79,24,22
559144,312.75,161,18
559145,2825.1,3242,20
559146,615.3000000000001,244,18
559148,96.0,64,2
559150,224.79,59,14
559151,473.7,60,7
559152,76.95,53,5
559153,321.14,168,18
559154,108.4,34,5
559155,221.0,394,25
559156,79.62,24,4
559157,307.03000000000003,167,19
559158,345.65,259,13
559160,235.82,150,15
559161,7.35,4,4
559162,1618.34,683,237
559163,1799.93,649,320
559164,587.46,406,6
559165,39.239999999999995,12,9
559166,1.44,24,1
559167,532.21,276,15
559168,145.96,76,26
559169,311.46,711,17
559170,179.35,86,24
559171,377.61,195,23
559172,65.4,12,1
559173,416.62,216,25
559174,503.8,720,30
559185,19.8,12,1
559187,46.75,11,1
559199,382.36,148,10
559200,361.11,233,42
559201,95.75,23,6
559202,781.03,725,53
559203,830.0000000000001,200,1
559204,909.24,540,6
559205,246.36,252,4
559206,128.16,109,3
559237,372.0,216,2
559254,300.03000000000003,154,17
559255,768.0,1920,2
559256,819.0,456,37
559289,433.25,255,69
559293,28.880000000000003,15,13
559295,303.76,144,19
559297,403.53000000000003,404,41
559298,739.64,298,22
559299,229.14,200,15
559300,208.62,148,12
559301,336.8,164,20
559302,117.8,28,18
559304,27.84,8,2
559305,142.1,69,26
559306,171.45,82,9
559307,361.83,268,46
559308,306.42,194,20
559310,944.1600000000001,630,26
559311,1837.92,760,37
559312,97.5,12,6
559313,225.20000000000002,58,8
559315,430.00000000000006,101,3
559316,276.6,143,16
559317,285.83,137,52
559318,177.21,261,30
559319,10.08,24,1
559320,134.86,88,18
559321,422.72,245,24
559322,2609.0,1372,7
559323,203.6,128,5
559324,158.4,148,2
559325,219.78,164,6
559326,208.89,134,13
559327,203.46,96,13
559328,275.76,360,7
559329,205.1,318,12
559330,400.1,303,29
559331,349.92,214,19
559332,130.2,40,4
559333,23.04,192,2
559336,113.96000000000001,116,10
559337,2184.93,672,298
559338,2339.28,823,344
559339,90.6,84,2
